name,address,suburb,industry,longitude,latitude,indoor,outdoor
Subway,163-261 Spencer Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.95056,-37.8145,30,12
Hungry Jacks,163-261 Spencer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95056,-37.8145,70,0
Coffee Rush,163-261 Spencer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95056,-37.8145,46,16
Espresso Hub,641-679 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95307,-37.81968,60,32
Cafe 198,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94494,-37.81399,12,8
Coffee n' all Customs House,1010 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94538,-37.81455,80,36
O-Bento,990 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94674,-37.81383,75,8
Cafenatics,990 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94674,-37.81383,38,8
Locker Room Cafe,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94747,-37.81649,12,20
Arena View Restaurant And Cafe,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94747,-37.81649,2640,16
The Medallion Club,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94747,-37.81649,950,0
Bao's  Restaurant,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94749,-37.81489,34,0
Yummy Hut,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94749,-37.81489,32,0
Khaza Ghar,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94749,-37.81489,19,0
Cafe At 6,673-675 La Trobe Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94749,-37.81489,20,0
Mr Grazier,700-704 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94938,-37.81718,140,0
Story Coffee & Food Store,700-704 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94938,-37.81718,16,12
In a Rush,700-704 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94938,-37.81718,50,30
90 Secondi,700-704 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94938,-37.81718,75,0
De Gusto,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,34,12
Kollabo,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,70,16
Asian Delights Docklands,744-770 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94736,-37.81814,18,0
Nawabs Palace,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,16,0
De Gusto - Takeaway,744-770 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94736,-37.81814,6,19
Nando's,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,58,18
Teej Cafe,744-770 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94736,-37.81814,6,4
Harbour Cafe,106-120 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,64,20
Koi Koi,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,30,20
Pizzarium,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,31,20
Espresso Alto,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,6,22
Origami Sushi & Noodles,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,12,4
Katsu House,744-770 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94736,-37.81814,28,8
That Coffee Corner,744-770 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94736,-37.81814,4,0
Broadcast Cafe,150-170 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94593,-37.81581,90,80
Tukk & Co,706-738 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94911,-37.81792,15,0
Hawkers Corner,706-738 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94911,-37.81792,60,28
Focaccino,706-738 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94911,-37.81792,50,18
Sargon,706-738 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94911,-37.81792,18,0
Salud Espresso Bar,706-738 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94911,-37.81792,35,30
Pizza Hut Docklands,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,43,0
Twirled Pasta Bar,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,25,0
De Asian Flavours,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,24,0
The Spice Dine,747-757 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,70,32
Gozleme Place,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,30,18
The Nixon Hotel,747-757 Bourke Street DOCKLANDS 3008,Docklands,"Pubs, Taverns and Bars",144.94781,-37.81918,116,16
Nawab's Palace Dine In,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,50,0
Ginger Leaf Thai Restaurant,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,70,0
Cafe Bleu,747-757 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94781,-37.81918,22,0
St. Brew,694-704 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95085,-37.81951,90,40
Asuka Sushi,715-727 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95024,-37.81866,28,18
Whoop Dee Doo Cafe,715-727 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95024,-37.81866,112,0
Hangar,715-727 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95024,-37.81866,44,42
Cafe Saporo @ Docklands,715-727 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95024,-37.81866,60,26
Gokotta Kaffe,8-18 McCrae Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95076,-37.82151,36,0
Little Bang Espresso,720-750 Collins Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94934,-37.82,26,0
Shinsei Rice & Sushi Bar,720-750 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94934,-37.82,72,0
Chiara,705-715 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95114,-37.82088,80,20
Nine Elephants Thai Restaurant,737-743 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94906,-37.81921,38,10
11 Inch Pizzeria Docklands,737-743 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94906,-37.81921,40,30
Love Peace Espresso,737-743 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94906,-37.81921,52,0
The Hof Downtown,737-743 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94906,-37.81921,153,202
Platform 28,731-735 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94983,-37.81922,370,90
Long Shot,717-731 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95008,-37.82071,50,0
Hudsons Coffee Collins Square,717-731 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95008,-37.82071,19,0
Mr Collins,733-747 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94942,-37.82095,35,24
De Mad Hatter,733-747 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94942,-37.82095,93,0
Sushi & Nori,14-24 Batmans Hill Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94986,-37.82129,20,0
Meister,14-24 Batmans Hill Drive DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94986,-37.82129,6,0
Cafe La Kiss,2-48 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94861,-37.82202,60,24
Sushi Wang,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,45,16
In A Rush 800,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,56,30
Watermark Docklands,788-812 Bourke Street DOCKLANDS 3008,Docklands,"Pubs, Taverns and Bars",144.94508,-37.81885,374,100
Rhumba's At Nab,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,38,36
Tataki Noodles & Dumplings,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,25,64
Black Cod,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,80,45
Banc Cafe,788-812 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94508,-37.81885,80,0
Whitelion/Wheelly Good Coffee,107-117 Victoria Harbour Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94052,-37.82003,30,0
Subway Vic Harbour,834-846 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94312,-37.81977,10,10
Pita Pit Docklands,834-846 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94312,-37.81977,10,12
IGG International Buffet and Bar,41-55 Victoria Harbour Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94292,-37.81935,660,100
VinTam's Bakery,41-55 Victoria Harbour Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94292,-37.81935,65,40
Squires Loft Dockland,816-828 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94397,-37.81927,102,34
Southern China Style Cuisine,816-828 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94397,-37.81927,31,44
Blended Beard,816-828 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94397,-37.81927,30,23
Woolshed Pub,143-175 Harbour Esplanade DOCKLANDS 3008,Docklands,"Pubs, Taverns and Bars",144.94363,-37.8165,444,300
Mill & Bakery at Central Pier,143-175 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94363,-37.8165,24,15
Mama Rumaan,143-175 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94363,-37.8165,60,0
Coffee Gauge,821-827 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94416,-37.82024,68,16
Delhi Belly,821-827 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94416,-37.82024,56,0
Smokestak,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,10,12
Indi Hots,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,30,0
D G Expresso,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,36,0
Shinsei Fish & Sushi Bar,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,72,0
Merchant Society,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,70,25
Tap 831,829-843 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94346,-37.82045,150,50
Kenny's Bakery Cafe,33-61 Merchant Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94368,-37.82092,34,12
Vintams Cafe,33-61 Merchant Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94368,-37.82092,64,0
Pok Pok,791-803 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94562,-37.81974,50,26
Caffe Bambino Docklands,813-817 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94469,-37.81995,6,16
Go Green Raw Foods,813-817 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94469,-37.81995,0,21
Signature Pho Viet,813-817 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94469,-37.81995,44,20
Taberu-Ya,813-817 Bourke Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94469,-37.81995,20,0
Elements Cafe,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,134,68
Rhumba's At ANZ,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,101,0
Volume Cafe,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,40,0
In A Rush 833 Collins Street,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,45,30
Koji Sushi,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,30,20
The Groove Train,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,120,60
Caffe Esc,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,36,28
365 Foodstore Docklands,791-833 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94564,-37.82205,32,48
Code Black,790-814 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94583,-37.82104,20,4
Street Kitchen Co,790-814 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94583,-37.82104,52,57
A25,790-814 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94583,-37.82104,72,12
Panda Loves Fish,790-814 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94583,-37.82104,72,18
Chia Chia,818-838 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94502,-37.82101,44,0
Le-Nguyen Pho & Bakery Cafe,818-838 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94502,-37.82101,80,0
Humble Heroes,818-838 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94502,-37.82101,26,0
Hot Kebab,2-14 Waterside Place DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94218,-37.81981,6,16
Saluministi,1-13 Waterside Place DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94139,-37.82006,4,12
Banoi,807-811 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94506,-37.8197,67,8
Cafernatics Forte,807-811 Bourke Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94506,-37.8197,14,31
Little Bean Dockside,840-850 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94454,-37.82095,75,0
Burger Edge,840-850 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94454,-37.82095,60,0
Sushi Bay In Docklands,840-850 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94454,-37.82095,26,0
Billy Barista,888 Collins Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94232,-37.82059,16,6
Oscar's Table,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94123,-37.81459,70,40
Bhoj On Docklands,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94123,-37.81459,110,80
Renzo's Bar Cafe Italiano,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94123,-37.81459,90,90
Achelya,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94217,-37.81436,120,18
Solidaire Victoria,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94217,-37.81436,120,60
B Club Cafe,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94067,-37.81492,28,20
Bopha Devi Docklands,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94067,-37.81492,70,0
Steakhouse 66,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94067,-37.81492,100,50
Berth Restaurant,45 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94184,-37.81515,190,80
Cargo Cafe & Bar,55 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94142,-37.81535,80,50
Fish Bar,25 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94275,-37.81473,0,60
The Conder Restaurant,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9437,-37.81381,130,0
Docklands Lotus Restaurant,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9437,-37.81381,125,0
Aussie Steak N Burger,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9437,-37.81381,120,0
Newquay Buffet and Bar,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9437,-37.81381,130,68
Waterfront Seafood Hot Pot,425-427 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93921,-37.81504,93,16
Almina,439-441 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93921,-37.81504,220,0
The Coffee Shed Cafe,439-441 Docklands Drive DOCKLANDS 3008,Docklands,Takeaway Food Services,144.93921,-37.81504,20,0
Docklands Pizzaria,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9402,-37.81429,30,0
Aree Thai,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9402,-37.81429,50,4
Replay cafe,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9402,-37.81429,32,3
Capri At The Quays Cafe,231-245 Harbour Esplanade DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.943,-37.81356,70,6
Billy's District,23-37 Star Crescent DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,76,12
Gozleme King,23-37 Star Crescent DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,26,30
Le Cirque Fine Foods,23-37 Star Crescent DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,40,25
Old Man Pho,3-5 Star Circus DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,18,12
Gold Leaf Harbour View Restaurant Pty Ltd,23-37 Star Crescent DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,260,0
Gelatoria On the Docks,3-5 Star Circus DOCKLANDS 3008,Docklands,Takeaway Food Services,144.93776,-37.81317,0,12
The Coffee Club Waterfront City,3-5 Star Circus DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,50,100
Sakura Sushi Bar,432-446 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93776,-37.81317,56,8
KFC,23-37 Star Crescent DOCKLANDS 3008,Docklands,Takeaway Food Services,144.93776,-37.81317,75,40
Igloo Cafe & St Moritz Bar,99-127 Pearl River Road DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.93565,-37.81214,80,0
Humble Cafe,364-378 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94186,-37.81286,25,0
Cold Rock Docklands,101 Waterfront Way DOCKLANDS 3008,Docklands,Takeaway Food Services,144.93761,-37.81189,0,12
Boost Juice Waterfront City,101 Waterfront Way DOCKLANDS 3008,Docklands,Takeaway Food Services,144.93761,-37.81189,0,12
Cafe Bourgeois,380-394 Docklands Drive DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9412,-37.81308,50,16
Sea on Quay,40-66 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95247,-37.82287,20,24
Zahra Jabriye,40-66 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95247,-37.82287,24,24
Bababoi,40-66 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95247,-37.82287,28,16
Pud Thai Vs Pho,40-66 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95247,-37.82287,32,22
The Wharf Hotel,18-38 Siddeley Street DOCKLANDS 3008,Docklands,"Pubs, Taverns and Bars",144.95354,-37.82257,164,139
Byblos Bar & Restaurant,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,220,53
Yarra Dragon,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,20,0
Jamps Cafe,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,57,11
Riverside Teppanyaki,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,60,42
Man Mo @ Wtc,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,110,0
Baraonda,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Takeaway Food Services,144.95354,-37.82257,12,0
Degani Bakery Cafe,18-38 Siddeley Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.95354,-37.82257,34,40
Hooks @ The Yarra,50-56 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94748,-37.82483,60,60
Sassone By The Riverside,58-70 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.94644,-37.82486,60,36
Pizze Societe,1-13 Point Park Crescent DOCKLANDS 3008,Docklands,Takeaway Food Services,144.94122,-37.82356,12,16
Jasmin 1 Melbourne,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9432,-37.8243,80,38
The Espressonist,92-102 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9432,-37.8243,24,24
Mad Duck Cafe,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,144.9432,-37.8243,35,27
George Street Cafe,63-65 George Street EAST MELBOURNE 3002,East Melbourne,Cafes and Restaurants,144.98818,-37.81576,35,24
The Tippier & Co,56-70 Wellington Parade EAST MELBOURNE 3002,East Melbourne,"Pubs, Taverns and Bars",144.98825,-37.81639,100,0
